label,message,sentiment,predicted
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,positive,positive
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",positive,neutral
ham,S:)but he had some luck.2 catches put down:),positive,positive
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",positive,positive
spam,network operator. The service is free. For T & C's visit 80488.biz,negative,positive
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,positive,neutral
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,positive,negative
ham,Dear we are going to our rubber place,positive,neutral
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,positive,neutral
ham,Ok i'm coming home now.,positive,positive
ham,Nan sonathaya soladha. Why boss?,positive,neutral
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,positive,neutral
ham,"What will we do in the shower, baby?",positive,neutral
ham,Dear where you will be when i reach there,positive,neutral
ham,I dont thnk its a wrong calling between us,positive,negative
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",positive,negative
ham,Lol now I'm after that hot air balloon!,positive,positive
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",negative,negative
ham,Today am going to college so am not able to atten the class.,positive,negative
ham,ok. I am a gentleman and will treat you with dignity and respect.,positive,positive
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,positive,positive
ham,Wat time ü wan today?,positive,negative
ham,Can you say what happen,positive,neutral
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",positive,positive
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,positive,positive
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",positive,neutral
ham,ILL B DOWN SOON,positive,negative
ham,"Just arrived, see you in a couple days &lt;3",positive,neutral
ham,Double eviction this week - Spiral and Michael and good riddance to them!,positive,positive
ham,Ok lor ü reaching then message me.,positive,positive
ham,Great! So what attracts you to the brothas?,positive,positive
ham,K.k.this month kotees birthday know?,positive,neutral
ham,We confirm eating at esplanade?,positive,neutral
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,positive,negative
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,negative,neutral
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,positive,positive
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,positive,positive
ham,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",positive,positive
ham,I will lick up every drop :) are you ready to use your mouth as well?,positive,positive
ham,U sick still can go shopping?,positive,negative
ham,Dunno y u ask me.,positive,neutral
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,negative,positive
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,positive,negative
ham,"Thanks, I'll keep that in mind",positive,positive
spam,Missed call alert. These numbers called but left no message. 07008009200,negative,neutral
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,positive,positive
ham,Surly ill give it to you:-) while coming to review.,positive,neutral
ham,So i could kiss and feel you next to me...,positive,neutral
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",negative,positive
ham,Thought praps you meant another one. Goodo! I'll look tomorrow ,positive,neutral
ham,I've not sent it. He can send me.,positive,neutral
ham,"sorry brah, just finished the last of my exams, what up",positive,negative
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",positive,positive
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",positive,positive
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,negative,positive
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",negative,neutral
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,positive,positive
ham,Yes i have. So that's why u texted. Pshew...missing you so much,positive,positive
ham,Yes:)sura in sun tv.:)lol.,positive,neutral
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,positive,positive
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,positive,neutral
ham,Just got outta class gonna go gym.,positive,neutral
ham,Huh so early.. Then ü having dinner outside izzit?,positive,positive
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,positive,neutral
ham,Po de :-):):-):-):-). No need job aha.,positive,positive
ham,Nope watching tv at home... Not going out. V bored...,positive,negative
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",positive,positive
ham,Lmao ok I wont be needing u to do my hair anymore.,positive,positive
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,positive,positive
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,positive,neutral
ham,Hey what are you doing. Y no reply pa..,positive,neutral
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,positive,positive
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",positive,positive
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",positive,neutral
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,positive,neutral
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,positive,positive
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",negative,neutral
ham,Did u got that persons story,positive,neutral
ham,"life alle mone,eppolum oru pole allalo",positive,neutral
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,positive,positive
ham,Ding me on ya break fassyole! Blacko from londn,positive,neutral
ham,Ü go home liao? Ask dad to pick me up at 6...,positive,neutral
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,negative,positive
spam,100 dating service cal;l 09064012103 box334sk38ch,negative,neutral
ham,Wife.how she knew the time of murder exactly,positive,positive
ham,Go fool dont cheat others ok,positive,positive
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,positive,positive
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,negative,neutral
ham,The wine is flowing and i'm i have nevering..,positive,neutral
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,positive,positive
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",positive,positive
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,negative,positive
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,positive,negative
ham,"Aight I'll grab something to eat too, text me when you're back at mu",positive,neutral
ham,Nope... Juz off from work...,positive,neutral
ham,K k :-):-) then watch some films.,positive,positive
ham,How would my ip address test that considering my computer isn't a minecraft server,positive,neutral
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,positive,positive
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,positive,neutral
ham,Holy living christ what is taking you so long,positive,negative
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,positive,negative
ham,"That's cool, I'll come by like  &lt;#&gt; ish",positive,positive
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",negative,positive
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,positive,negative
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,negative,positive
ham,This is my number by vivek..,positive,neutral
ham,K I'll be there before 4.,positive,neutral
ham,"I've got  &lt;#&gt; , any way I could pick up?",positive,neutral
ham,"That's cool he'll be here all night, lemme know when you're around",positive,positive
ham,"Haha awesome, omw back now then",positive,positive
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",positive,positive
ham,These won't do. Have to move on to morphine,positive,neutral
ham,Thank you princess! You are so sexy...,positive,positive
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",positive,negative
ham,Hey what happen de. Are you alright.,positive,neutral
ham,New car and house for my parents.:)i have only new job in hand:),positive,positive
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,negative,positive
ham,Also remember to get dobby's bowl from your car,positive,neutral
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,negative,positive
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",positive,neutral
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",negative,positive
ham,At the funeral home with Audrey and dad,positive,neutral
ham,Why you keeping me away like this,positive,neutral
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",positive,positive
ham,I am late. I will be there at,positive,negative
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,positive,positive
ham,&lt;#&gt;  am I think? Should say on syllabus,positive,neutral
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",positive,negative
ham,Moji i love you more than words. Have a rich day,positive,positive
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",negative,neutral
ham,K k:) sms chat with me.,positive,positive
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",positive,positive
ham,Yup having my lunch buffet now.. U eat already?,positive,neutral
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",negative,positive
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",negative,positive
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,positive,positive
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,positive,neutral
ham,"Arms fine, how's Cardiff and uni? ",positive,positive
ham,Hey do you want anything to buy:),positive,positive
ham,So that means you still think of teju,positive,neutral
ham,Have you started in skye,positive,neutral
ham,Yup,positive,neutral
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,positive,positive
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,negative,neutral
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,positive,neutral
ham,i dnt wnt to tlk wid u,positive,neutral
ham,Whatsup there. Dont u want to sleep,positive,neutral
ham,K tell me anything about you.,positive,neutral
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",negative,positive
ham,Ok lor. I'm in town now lei.,positive,positive
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),positive,negative
ham,I'm leaving my house now...,positive,neutral
ham,"[…] anyway, many good evenings to u! s",positive,positive
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,positive,neutral
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,negative,positive
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",positive,positive
ham,Aah bless! How's your arm?,positive,neutral
ham,Ok lor but not too early. Me still having project meeting now.,positive,positive
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,positive,negative
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,positive,neutral
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",negative,positive
ham,Nice.nice.how is it working?,positive,neutral
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,negative,neutral
ham,Just finished. Missing you plenty,positive,negative
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,positive,positive
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,positive,neutral
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,positive,positive
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,positive,neutral
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),positive,neutral
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,positive,positive
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,positive,neutral
ham,If I die I want u to have all my stuffs.,positive,neutral
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,positive,positive
ham,I ask if u meeting da ge tmr nite...,positive,neutral
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,negative,positive
ham,S..antha num corrct dane,positive,neutral
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,positive,neutral
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",negative,neutral
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,positive,negative
ham,Why i come in between you people,positive,neutral
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",positive,negative
ham,University of southern california.,positive,neutral
ham,"Awesome, be there in a minute",positive,positive
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,positive,neutral
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),positive,positive
ham,No:-)i got rumour that you going to buy apartment in chennai:-),positive,positive
ham,Hello madam how are you ?,positive,neutral
ham,"He will, you guys close?",positive,neutral
ham,Yup bathe liao...,positive,neutral
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",negative,neutral
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,positive,neutral
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,positive,neutral
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,positive,negative
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",positive,neutral
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,positive,positive
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,positive,positive
ham,Nothing. Can...,positive,neutral
ham,Yep get with the program. You're slacking.,positive,neutral
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",positive,negative
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,positive,positive
ham,I just saw ron burgundy captaining a party boat so yeah,positive,neutral
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),positive,positive
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,positive,positive
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,negative,positive
ham,We stopped to get ice cream and will go back after,positive,neutral
ham,Lemme know when you're here,positive,neutral
ham,I uploaded mine to Facebook,positive,neutral
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,negative,positive
ham,Jesus armand really is trying to tell everybody he can find,positive,positive
ham,Now got tv 2 watch meh? U no work today?,positive,neutral
ham,Thats cool. How was your day?,positive,positive
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,positive,positive
ham,Im done. Just studyn in library,positive,neutral
ham,"Night night, see you tomorrow",positive,neutral
ham,Will you be here for food,positive,neutral
ham,Only saturday and sunday holiday so its very difficult:),positive,negative
ham,Wat u doing there?,positive,neutral
ham,What happen dear. Why you silent. I am tensed,positive,neutral
ham,Lol I would but despite these cramps I like being a girl.,positive,positive
ham,"Ya tel, wats ur problem..",positive,neutral
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",positive,positive
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,positive,negative
ham,Anything lor. Juz both of us lor.,positive,neutral
ham,Don no da:)whats you plan?,positive,neutral
ham,No need lar i go engin? Cos my sis at arts today...,positive,neutral
ham,No that just means you have a fat head,positive,neutral
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,positive,positive
ham,U call me alter at 11 ok.,positive,positive
ham,Cause I'm not freaky lol,positive,positive
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",negative,positive
ham,Okie...,positive,neutral
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),positive,positive
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",positive,positive
ham,Cramps stopped. Going back to sleep,positive,neutral
ham,"Cool, what time you think you can get here?",positive,positive
ham,Lmao you know me so well...,positive,positive
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,negative,positive
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,positive,positive
ham,I had askd u a question some hours before. Its answer,positive,neutral
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",positive,positive
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... ,positive,positive
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,positive,positive
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,positive,positive
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,negative,neutral
ham,PICK UR FONE UP NOW U DUMB?,positive,negative
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",negative,positive
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",positive,neutral
ham,"It‘s £6 to get in, is that ok?",positive,positive
ham,Yes... I trust u to buy new stuff ASAP so I can try it out,positive,positive
ham,And whenever you and i see we can still hook up too.,positive,neutral
ham,I can take you at like noon,positive,neutral
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",positive,positive
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",positive,positive
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,negative,positive
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",positive,negative
ham,Are you plans with your family set in stone ?,positive,neutral
ham,Every day i use to sleep after  &lt;#&gt;  so only.,positive,neutral
ham,Juz go google n search 4 qet...,positive,neutral
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,positive,positive
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,negative,positive
ham,Oh is it! Which brand?,positive,neutral
spam,You have 1 new voicemail. Please call 08719181513.,negative,positive
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,positive,negative
ham,Draw va?i dont think so:),positive,positive
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,positive,neutral
ham,Honey boo I'm missing u.,positive,negative
ham,Lol great now im getting hungry.,positive,positive
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,negative,negative
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",positive,positive
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",positive,neutral
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,positive,positive
ham,Webpage s not available!,positive,negative
ham,Gimme a few was  &lt;#&gt;  minutes ago,positive,negative
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,positive,positive
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,positive,negative
ham,I am great princess! What are you thinking about me? :),positive,positive
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",positive,neutral
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,positive,negative
ham,"Cool, I'll text you in a few",positive,positive
ham,You intrepid duo you! Have a great time and see you both soon. ,positive,positive
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,positive,positive
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,positive,positive
ham,Wat's da model num of ur phone?,positive,neutral
ham,U can call me now...,positive,neutral
ham,Yeah but which is worse for i,positive,negative
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",positive,neutral
ham,K...k:)why cant you come here and search job:),positive,positive
ham,Not..tel software name..,positive,neutral
ham,Same as kallis dismissial in 2nd test:-).,positive,positive
ham,Yes. Last  practice,positive,neutral
ham,I am taking half day leave bec i am not well,positive,negative
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,positive,neutral
ham,R ü comin back for dinner?,positive,neutral
ham,Fuck cedar key and fuck her (come over anyway tho),positive,negative
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,positive,negative
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,positive,neutral
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,positive,negative
spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,negative,neutral
ham,Wait  &lt;#&gt;  min..,positive,neutral
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",positive,positive
ham,O i played smash bros  &lt;#&gt;  religiously.,positive,neutral
ham,Ok i msg u b4 i leave my house.,positive,positive
ham,If he started searching he will get job in few days.he have great potential and talent.,positive,positive
ham,U should make a fb list,positive,neutral
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,positive,positive
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,positive,negative
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,negative,positive
ham,I'm at home. Please call,positive,neutral
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,positive,positive
ham,"Get the door, I'm here",positive,neutral
ham,Ok thanx...,positive,positive
ham,Just taste fish curry :-P,positive,positive
ham,Wait . I will msg after  &lt;#&gt;  min.,positive,neutral
ham,"Its ok chikku, and its my 1 of favourite song..:-)",positive,positive
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,positive,positive
ham,Are you not around or just still asleep? :V,positive,neutral
ham,Raviyog Peripherals bhayandar east,positive,neutral
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,positive,positive
ham,"Sorry, I'll call later in meeting.",positive,negative
ham,Did u fix the teeth?if not do it asap.ok take care.,positive,neutral
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,negative,neutral
ham,It certainly puts things into perspective when something like this happens,positive,positive
ham,So what did the bank say about the money?,positive,neutral
ham,Also maaaan are you missing out,positive,negative
ham,I'll meet you in the lobby,positive,neutral
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",negative,positive
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",negative,neutral
